"animal1","animal2","overlap.low","overlap","overlap.high","s1","s2","sexes","animals"
"518","SG-020","SG-017",0.269384733525726,0.40798251730108,0.571449450333439,"F","F","FF","SG-020.SG-017"
"519","SG-020","SG-018",0.245585355285938,0.408187941869128,0.605967288881713,"F","F","FF","SG-020.SG-018"
"520","SG-020","SG-019",0.344347158836977,0.460877717880489,0.589093866361079,"F","M","MF","SG-020.SG-019"
"522","SG-020","SG-021",0.238789092612652,0.369019675582083,0.527483772875566,"F","M","MF","SG-020.SG-021"
"523","SG-020","SG-022",0.229178037633306,0.407419567592091,0.628972360808064,"F","M","MF","SG-020.SG-022"
"524","SG-020","SG-023",0.0784454582289114,0.310569249223432,0.722782155719573,"F","M","MF","SG-020.SG-023"
"525","SG-020","SG-025",0.233150316122067,0.474230694846176,0.762175735350262,"F","M","MF","SG-020.SG-025"
"526","SG-021","SG-001",0.0253045091850801,0.0832732477814361,0.217573436604675,"M","M","MM","SG-021.SG-001"
"527","SG-021","SG-001_2",0.389216547734301,0.553744544992355,0.726037614926157,"M","M","MM","SG-021.SG-001_2"
"528","SG-021","SG-002",0.192394089340226,0.39838913252789,0.668514308504317,"M","M","MM","SG-021.SG-002"
"529","SG-021","SG-003",0.322471817675156,0.477319040295095,0.650522457481021,"M","M","MM","SG-021.SG-003"
"530","SG-021","SG-004",0.196652589649695,0.350175837370946,0.550200218141931,"M","M","MM","SG-021.SG-004"
"531","SG-021","SG-005",0.0922268975433361,0.225927287158859,0.448996982042571,"M","F","MF","SG-021.SG-005"
"532","SG-021","SG-006",0.201805081312793,0.345807237721986,0.531189312957267,"M","M","MM","SG-021.SG-006"
"533","SG-021","SG-007",0.10624655081842,0.272102387030633,0.540875674839405,"M","F","MF","SG-021.SG-007"
"534","SG-021","SG-008",0.582090154622952,0.724457975425659,0.852408819984725,"M","F","MF","SG-021.SG-008"
"535","SG-021","SG-009",0.305409702691958,0.46995817437215,0.65673687325208,"M","F","MF","SG-021.SG-009"
"536","SG-021","SG-010",0.616744823443323,0.794393905980567,0.932165463700506,"M","M","MM","SG-021.SG-010"
"537","SG-021","SG-011",0.259669885243106,0.41719859485172,0.605474574933614,"M","M","MM","SG-021.SG-011"
"538","SG-021","SG-012",0.0454424708685874,0.144722982450402,0.352083316166103,"M","M","MM","SG-021.SG-012"
"539","SG-021","SG-013",0.162153900576444,0.349769189068669,0.612044487860442,"M","M","MM","SG-021.SG-013"
"540","SG-021","SG-014",0.202170352985663,0.392755297635938,0.639459667160897,"M","M","MM","SG-021.SG-014"
"541","SG-021","SG-015",0.388200389607458,0.520326314570802,0.660970629156277,"M","F","MF","SG-021.SG-015"
"542","SG-021","SG-016",0.186715058135188,0.410954096093475,0.705506025583888,"M","F","MF","SG-021.SG-016"
"543","SG-021","SG-017",0.157175704035288,0.31852009953412,0.545569456043567,"M","F","MF","SG-021.SG-017"
"544","SG-021","SG-018",0.198032889808543,0.387454917688942,0.634457048203867,"M","F","MF","SG-021.SG-018"
"545","SG-021","SG-019",0.215131101912315,0.383537352697561,0.597327833932428,"M","M","MM","SG-021.SG-019"
"546","SG-021","SG-020",0.238789092612652,0.369019675582083,0.527483772875566,"M","F","MF","SG-021.SG-020"
"548","SG-021","SG-022",0.15392037194414,0.328615986020962,0.577130242866438,"M","M","MM","SG-021.SG-022"
"549","SG-021","SG-023",0.141212536159425,0.448734575561474,0.854029788444852,"M","M","MM","SG-021.SG-023"
"550","SG-021","SG-025",0.173576387500572,0.45217618222256,0.808671310967562,"M","M","MM","SG-021.SG-025"
"551","SG-022","SG-001",0,0,0,"M","M","MM","SG-022.SG-001"
"552","SG-022","SG-001_2",1.45775398907716e-05,0.000362361670617595,0.00524409633456448,"M","M","MM","SG-022.SG-001_2"
"553","SG-022","SG-002",6.84956734207563e-05,0.000938706187693252,0.00851498320029161,"M","M","MM","SG-022.SG-002"
"554","SG-022","SG-003",1.39784559593826e-05,0.000273637155506308,0.00339886294155504,"M","M","MM","SG-022.SG-003"
"555","SG-022","SG-004",2.95223398594071e-11,5.83295209615971e-09,6.06274532925447e-07,"M","M","MM","SG-022.SG-004"
"556","SG-022","SG-005",0,0,0,"M","F","MF","SG-022.SG-005"
"557","SG-022","SG-006",0.00194971251169644,0.0132239412429473,0.063396420386934,"M","M","MM","SG-022.SG-006"
"558","SG-022","SG-007",4.19010916479105e-06,0.000233429002197955,0.00595653850892822,"M","F","MF","SG-022.SG-007"
"559","SG-022","SG-008",0.197951717775269,0.357519504357305,0.565354716178732,"M","F","MF","SG-022.SG-008"
"560","SG-022","SG-009",2.12840499758201e-05,0.000633048997548842,0.00996916026751543,"M","F","MF","SG-022.SG-009"
"561","SG-022","SG-010",0.305281874000259,0.553972718419112,0.817904214629885,"M","M","MM","SG-022.SG-010"
"562","SG-022","SG-011",0.00663243281967926,0.0467566361992026,0.204552596039734,"M","M","MM","SG-022.SG-011"
"563","SG-022","SG-012",0,0,0,"M","M","MM","SG-022.SG-012"
"564","SG-022","SG-013",3.1530552289545e-05,0.000538522223965769,0.00587104211464784,"M","M","MM","SG-022.SG-013"
"565","SG-022","SG-014",1.5508091142775e-05,0.000501684601587177,0.00848917010200301,"M","M","MM","SG-022.SG-014"
"566","SG-022","SG-015",0.241438460980489,0.443523171692295,0.68853531741755,"M","F","MF","SG-022.SG-015"
"567","SG-022","SG-016",0.000378464678313922,0.0106142504264737,0.119966223541215,"M","F","MF","SG-022.SG-016"
"568","SG-022","SG-017",0.696563048634066,0.854216419437611,0.963016153706213,"M","F","MF","SG-022.SG-017"
"569","SG-022","SG-018",0.607469556148404,0.800517963834932,0.944552448907289,"M","F","MF","SG-022.SG-018"
"570","SG-022","SG-019",0.270441138761659,0.469569749534567,0.701853977910545,"M","M","MM","SG-022.SG-019"
"571","SG-022","SG-020",0.229178037633306,0.407419567592091,0.628972360808064,"M","F","MF","SG-022.SG-020"
"572","SG-022","SG-021",0.15392037194414,0.328615986020962,0.577130242866438,"M","M","MM","SG-022.SG-021"
"574","SG-022","SG-023",0.0251541593249118,0.20864185899635,0.705421426916533,"M","M","MM","SG-022.SG-023"
"575","SG-022","SG-025",0.691455430980856,0.932198166340908,0.999965526964968,"M","M","MM","SG-022.SG-025"
"576","SG-023","SG-001",0.0475906076850172,0.2674235665923,0.733583263409356,"M","M","MM","SG-023.SG-001"
"577","SG-023","SG-001_2",0.204990859950913,0.46622336786069,0.787078183234289,"M","M","MM","SG-023.SG-001_2"
"578","SG-023","SG-002",0.0443558591694873,0.267683912347132,0.749634407112651,"M","M","MM","SG-023.SG-002"
"579","SG-023","SG-003",0.300359047093705,0.572674071272398,0.853461691009168,"M","M","MM","SG-023.SG-003"
"580","SG-023","SG-004",0.0740734316348232,0.297795650934257,0.705948819043026,"M","M","MM","SG-023.SG-004"
"581","SG-023","SG-005",0.188036507763025,0.486780252412924,0.846683792791504,"M","F","MF","SG-023.SG-005"
"582","SG-023","SG-006",0.152391799023422,0.443958464340529,0.82796737248117,"M","M","MM","SG-023.SG-006"
"583","SG-023","SG-007",0.125737213799018,0.430758650301311,0.85078333702539,"M","F","MF","SG-023.SG-007"
"584","SG-023","SG-008",0.0567749599707441,0.359601215892116,0.886582455491422,"M","F","MF","SG-023.SG-008"
"585","SG-023","SG-009",0.209184638535595,0.46217782981595,0.77334313208951,"M","F","MF","SG-023.SG-009"
"586","SG-023","SG-010",0.0935325583266882,0.38053088477066,0.828759159111408,"M","M","MM","SG-023.SG-010"
"587","SG-023","SG-011",0.243949952716862,0.58270972972026,0.919256091411737,"M","M","MM","SG-023.SG-011"
"588","SG-023","SG-012",0.0317495332053874,0.198883733560481,0.624100087288361,"M","M","MM","SG-023.SG-012"
"589","SG-023","SG-013",0.0428379242270099,0.287267086390255,0.802961171550765,"M","M","MM","SG-023.SG-013"
"590","SG-023","SG-014",0.171061066881573,0.474075016147404,0.84974822686687,"M","M","MM","SG-023.SG-014"
"591","SG-023","SG-015",0.0778441406784614,0.388581244324431,0.878315538999866,"M","F","MF","SG-023.SG-015"
"592","SG-023","SG-016",0.168741299891286,0.493151490613738,0.881743188593459,"M","F","MF","SG-023.SG-016"
"593","SG-023","SG-017",0.0242959254041021,0.230363708799617,0.774161857988892,"M","F","MF","SG-023.SG-017"
"594","SG-023","SG-018",0.0160260836878574,0.293659170909186,0.945120834062275,"M","F","MF","SG-023.SG-018"
"595","SG-023","SG-019",0.170218379394811,0.537754453985005,0.93450328400395,"M","M","MM","SG-023.SG-019"
"596","SG-023","SG-020",0.0784454582289114,0.310569249223432,0.722782155719573,"M","F","MF","SG-023.SG-020"
"597","SG-023","SG-021",0.141212536159425,0.448734575561474,0.854029788444852,"M","M","MM","SG-023.SG-021"
"598","SG-023","SG-022",0.0251541593249118,0.20864185899635,0.705421426916533,"M","M","MM","SG-023.SG-022"
"600","SG-023","SG-025",0.0248692001534296,0.374374435585905,0.978671903943129,"M","M","MM","SG-023.SG-025"
"601","SG-025","SG-001",0,0,0,"M","M","MM","SG-025.SG-001"
"602","SG-025","SG-001_2",0.000783922943210765,0.03656998074885,0.39215185262905,"M","M","MM","SG-025.SG-001_2"
"603","SG-025","SG-002",0.000975102679088807,0.0162335305806532,0.130909930720411,"M","M","MM","SG-025.SG-002"
"604","SG-025","SG-003",3.37012364815724e-05,0.0033256087001116,0.0855855787402275,"M","M","MM","SG-025.SG-003"
"605","SG-025","SG-004",1.511157044975e-06,0.000342713717993137,0.0192866231798725,"M","M","MM","SG-025.SG-004"
"606","SG-025","SG-005",0,0,0,"M","F","MF","SG-025.SG-005"
"607","SG-025","SG-006",0.0020050843003902,0.0305384713510646,0.213465417550028,"M","M","MM","SG-025.SG-006"
"608","SG-025","SG-007",8.82692987477466e-06,0.00272311907318972,0.122086289305466,"M","F","MF","SG-025.SG-007"
"609","SG-025","SG-008",0.219413439799133,0.526375851661849,0.869029006484973,"M","F","MF","SG-025.SG-008"
"610","SG-025","SG-009",0.000172821431654877,0.019145034462426,0.339540662316503,"M","F","MF","SG-025.SG-009"
"611","SG-025","SG-010",0.286303259469993,0.621168109408096,0.92985741043064,"M","M","MM","SG-025.SG-010"
"612","SG-025","SG-011",0.00647844817611984,0.0702455027090481,0.357205863534994,"M","M","MM","SG-025.SG-011"
"613","SG-025","SG-012",0,0,0,"M","M","MM","SG-025.SG-012"
"614","SG-025","SG-013",0.000171731455646503,0.00585961376763373,0.0801312490191084,"M","M","MM","SG-025.SG-013"
"615","SG-025","SG-014",0.000250789381016689,0.0118792410873194,0.169849539742677,"M","M","MM","SG-025.SG-014"
"616","SG-025","SG-015",0.23477775612254,0.556143843243158,0.89457977952203,"M","F","MF","SG-025.SG-015"
"617","SG-025","SG-016",0.000314448426944129,0.0342640772522455,0.490523114923964,"M","F","MF","SG-025.SG-016"
"618","SG-025","SG-017",0.555214307426077,0.766440660804361,0.931774228169358,"M","F","MF","SG-025.SG-017"
"619","SG-025","SG-018",0.450526815439736,0.740773581126693,0.957078253375301,"M","F","MF","SG-025.SG-018"
"620","SG-025","SG-019",0.408062837315007,0.817425482626906,0.999060983198736,"M","M","MM","SG-025.SG-019"
"621","SG-025","SG-020",0.233150316122067,0.474230694846176,0.762175735350262,"M","F","MF","SG-025.SG-020"
"622","SG-025","SG-021",0.173576387500572,0.45217618222256,0.808671310967562,"M","M","MM","SG-025.SG-021"
"623","SG-025","SG-022",0.691455430980856,0.932198166340908,0.999965526964968,"M","M","MM","SG-025.SG-022"
"624","SG-025","SG-023",0.0248692001534296,0.374374435585905,0.978671903943129,"M","M","MM","SG-025.SG-023"
